,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30,Cell_31,Cell_32,Cell_33,Cell_34,Cell_35,Cell_36,Cell_37,Cell_38,Cell_39,Cell_40,Cell_41,Cell_42,Cell_43,Cell_44,Cell_45,Cell_46,Cell_47,Cell_48,Cell_49,Cell_50,Cell_51,Cell_52,Cell_53,Cell_54,Cell_55,Cell_56,Cell_57,Cell_58,Cell_59,Cell_60,Cell_61,Cell_62,Cell_63,Cell_64,Cell_65,Cell_66,Cell_67,Cell_68,Cell_69,Cell_70,Cell_71,Cell_72,Cell_73,Cell_74,Cell_75,Cell_76,Cell_77,Cell_78,Cell_79,Cell_80,Cell_81,Cell_82,Cell_83,Cell_84,Cell_85,Cell_86,Cell_87,Cell_88,Cell_89,Cell_90,Cell_91,Cell_92,Cell_93,Cell_94,Cell_95,Cell_96,Cell_97,Cell_98,Cell_99,Cell_100,Cell_101,Cell_102,Cell_103,Cell_104,Cell_105,Cell_106,Cell_107,Cell_108,Cell_109,Cell_110,Cell_111,Cell_112,Cell_113,Cell_114,Cell_115,Cell_116,Cell_117,Cell_118,Cell_119,Cell_120,Cell_121,Cell_122,Cell_123,Cell_124,Cell_125,Cell_126,Cell_127,Cell_128,Cell_129,Cell_130,Cell_131,Cell_132,Cell_133,Cell_134,Cell_135,Cell_136,Cell_137,Cell_138,Cell_139,Cell_140,Cell_141,Cell_142,Cell_143,Cell_144,Cell_145,Cell_146,Cell_147,Cell_148,Cell_149,Cell_150,Cell_151,Cell_152,Cell_153,Cell_154,Cell_155,Cell_156,Cell_157,Cell_158,Cell_159,Cell_160,Cell_161,Cell_162,Cell_163,Cell_164,Cell_165,Cell_166,Cell_167,Cell_168,Cell_169,Cell_170,Cell_171,Cell_172,Cell_173,Cell_174,Cell_175,Cell_176,Cell_177,Cell_178,Cell_179,Cell_180,Cell_181,Cell_182,Cell_183,Cell_184,Cell_185,Cell_186,Cell_187,Cell_188,Cell_189,Cell_190,Cell_191,Cell_192,Cell_193,Cell_194,Cell_195,Cell_196,Cell_197,Cell_198,Cell_199,Cell_200,Cell_201,Cell_202,Cell_203,Cell_204,Cell_205,Cell_206,Cell_207,Cell_208,Cell_209,Cell_210,Cell_211,Cell_212,Cell_213,Cell_214,Cell_215,Cell_216,Cell_217,Cell_218,Cell_219,Cell_220,Cell_221,Cell_222,Cell_223,Cell_224,Cell_225,Cell_226,Cell_227,Cell_228,Cell_229,Cell_230,Cell_231,Cell_232,Cell_233,Cell_234,Cell_235,Cell_236,Cell_237,Cell_238,Cell_239,Cell_240,Cell_241,Cell_242,Cell_243,Cell_244,Cell_245,Cell_246,Cell_247,Cell_248,Cell_249,Cell_250,Cell_251,Cell_252,Cell_253,Cell_254,Cell_255,Cell_256,Cell_257,Cell_258,Cell_259,Cell_260,Cell_261,Cell_262,Cell_263,Cell_264,Cell_265,Cell_266,Cell_267,Cell_268,Cell_269,Cell_270,Cell_271,Cell_272,Cell_273,Cell_274,Cell_275,Cell_276,Cell_277,Cell_278,Cell_279,Cell_280,Cell_281,Cell_282,Cell_283,Cell_284,Cell_285,Cell_286,Cell_287,Cell_288,Cell_289,Cell_290,Cell_291,Cell_292,Cell_293,Cell_294,Cell_295,Cell_296,Cell_297,Cell_298,Cell_299,Cell_300,Cell_301,Cell_302,Cell_303,Cell_304,Cell_305,Cell_306,Cell_307,Cell_308,Cell_309,Cell_310,Cell_311,Cell_312,Cell_313,Cell_314,Cell_315,Cell_316,Cell_317,Cell_318,Cell_319,Cell_320,Cell_321,Cell_322,Cell_323,Cell_324,Cell_325,Cell_326,Cell_327,Cell_328,Cell_329,Cell_330,Cell_331,Cell_332,Cell_333,Cell_334,Cell_335,Cell_336,Cell_337,Cell_338,Cell_339,Cell_340,Cell_341,Cell_342,Cell_343,Cell_344,Cell_345,Cell_346,Cell_347,Cell_348,Cell_349,Cell_350,Cell_351,Cell_352,Cell_353,Cell_354,Cell_355,Cell_356,Cell_357,Cell_358,Cell_359,Cell_360,Cell_361,Cell_362,Cell_363,Cell_364,Cell_365,Cell_366,Cell_367,Cell_368,Cell_369,Cell_370,Cell_371,Cell_372,Cell_373,Cell_374,Cell_375,Cell_376,Cell_377,Cell_378,Cell_379,Cell_380,Cell_381,Cell_382,Cell_383,Cell_384,Cell_385,Cell_386,Cell_387,Cell_388,Cell_389,Cell_390,Cell_391,Cell_392,Cell_393,Cell_394,Cell_395,Cell_396,Cell_397,Cell_398,Cell_399,Cell_400
Gene_324,0,4,0,5,2,1,7,5,2,3,4,0,3,0,4,3,0,2,1,1,0,4,2,2,3,2,2,3,0,4,1,4,2,2,2,0,1,1,4,1,2,1,1,1,1,2,1,0,2,2,4,1,4,3,4,1,1,2,2,3,1,1,2,2,0,6,2,4,1,3,2,1,0,2,1,3,1,4,1,6,1,1,0,3,1,0,2,2,1,2,1,1,2,2,2,2,2,3,4,1,3,2,1,0,3,2,3,4,3,0,5,1,1,1,0,1,1,0,1,2,0,1,1,0,2,0,3,4,2,1,0,2,2,2,3,3,3,0,3,3,4,2,1,4,3,2,2,1,1,1,1,4,0,2,1,1,1,2,1,1,3,2,2,0,1,5,2,0,2,1,4,2,4,2,3,1,2,2,5,4,4,5,1,2,2,4,2,1,1,0,2,3,4,1,0,2,2,0,2,2,1,2,3,2,1,3,0,1,0,1,2,3,2,3,2,2,1,2,2,3,2,3,3,3,3,2,1,3,3,1,1,3,2,1,0,3,0,2,3,2,1,3,0,1,1,2,2,1,3,1,1,3,2,1,0,2,1,6,3,0,5,0,1,6,1,1,1,1,0,1,1,1,1,3,2,2,1,4,3,0,1,1,3,5,1,0,2,1,2,3,0,2,1,1,3,4,1,2,5,1,2,3,1,1,1,3,4,3,1,2,3,2,1,0,3,1,3,3,3,2,3,1,1,2,3,3,2,0,4,3,3,5,2,0,3,0,3,2,1,2,2,2,0,2,3,2,1,4,5,1,4,1,2,1,0,3,4,1,1,2,2,1,2,3,3,4,3,1,3,2,3,4,3,2,4,3,1,0,1,0,3,1,1,0,1,0,1,2,1,1,2,2,5,1,2,2,1,0,3,1
Gene_325,3,1,0,0,1,2,2,1,1,3,2,2,4,2,3,3,2,0,1,0,2,1,4,1,3,0,1,1,4,5,1,4,5,1,0,3,0,3,1,0,2,0,2,1,1,1,0,2,0,1,2,1,1,4,3,0,2,1,1,3,2,2,3,1,1,2,1,2,1,0,4,2,1,2,1,3,3,4,3,4,0,5,2,3,1,3,2,2,1,2,2,1,1,3,0,2,0,1,1,0,1,0,3,2,0,2,3,2,3,2,1,2,3,2,4,1,0,1,3,3,2,3,1,1,5,6,3,3,4,3,1,0,0,1,2,1,1,2,3,1,0,2,3,1,0,0,0,2,2,2,4,2,2,1,2,2,0,5,3,3,3,1,2,2,5,3,5,4,1,1,2,2,3,0,6,2,4,1,5,1,2,1,2,0,3,3,0,4,3,2,0,3,2,1,2,3,1,5,2,1,1,3,2,3,1,0,2,6,2,1,3,5,1,4,1,3,3,3,3,1,3,0,1,3,2,0,1,1,1,3,2,0,1,5,2,0,3,1,4,1,2,2,7,3,1,1,7,1,5,1,3,0,3,1,4,3,0,2,3,1,2,0,2,2,1,3,0,2,2,2,2,1,3,2,2,4,2,3,2,3,1,4,3,1,3,1,3,3,1,2,2,1,0,1,4,1,3,2,0,0,2,1,0,1,1,3,2,3,1,2,5,4,2,1,3,1,4,1,0,1,3,2,1,5,0,2,3,1,3,3,5,1,2,2,3,3,1,2,4,4,2,3,2,1,4,1,1,5,5,3,1,0,0,2,1,1,1,5,0,2,0,0,2,1,3,3,2,0,3,1,1,0,4,3,4,1,3,1,1,3,1,3,3,3,3,2,2,3,2,2,0,2,1,1,1,3,4,2,3,2
Gene_326,2,2,0,1,3,5,4,4,1,1,2,2,1,3,2,3,2,3,1,4,0,1,5,0,3,4,2,1,0,1,2,2,1,1,0,2,0,1,0,2,0,1,0,0,3,4,3,2,1,5,5,0,2,1,3,1,5,4,3,0,8,4,2,2,1,1,2,4,1,2,2,4,1,2,4,0,2,2,2,0,2,3,2,1,4,1,3,4,1,7,3,2,1,4,0,0,3,2,1,1,1,3,1,0,1,0,2,3,3,2,1,2,4,2,3,0,0,0,1,4,3,2,0,2,4,0,1,2,0,2,2,2,1,2,0,2,3,1,2,3,1,3,0,2,0,3,6,1,3,2,2,2,0,1,0,5,2,1,0,3,0,1,0,0,0,1,0,0,2,2,0,0,1,1,2,3,4,4,0,0,0,2,0,2,1,3,5,1,4,3,2,2,1,0,3,1,0,0,3,1,1,2,3,0,2,3,2,3,2,2,1,2,3,1,2,1,4,6,3,4,1,1,2,3,3,2,1,3,3,2,2,1,4,1,2,1,2,1,3,5,3,5,1,4,3,3,4,4,1,1,2,1,3,3,3,3,1,2,6,2,1,1,2,2,2,3,3,3,0,2,2,3,2,1,7,0,0,1,2,2,0,2,0,3,3,1,0,1,2,1,3,2,4,1,2,3,2,2,2,2,3,1,0,0,1,3,5,2,1,2,2,2,0,4,2,3,1,1,3,4,2,5,4,2,1,3,2,1,2,2,4,3,2,2,2,2,2,5,0,4,4,2,0,2,0,3,1,0,1,1,2,2,1,1,3,1,0,2,7,1,0,3,4,2,1,2,2,3,4,3,2,2,3,1,1,4,1,4,2,1,4,0,3,0,2,2,3,1,5,2,0,2,0,5,3,1,1,1,1,2
Gene_327,2,2,1,0,5,1,3,4,2,2,2,4,0,4,5,1,3,2,4,3,1,2,4,3,2,4,2,3,3,2,4,3,0,1,2,2,4,1,1,5,0,0,2,1,5,3,0,2,3,3,3,0,3,3,0,2,1,3,1,1,3,3,1,2,5,1,3,1,1,1,0,3,2,4,2,3,1,2,1,1,3,3,3,0,1,4,1,2,1,0,2,2,3,3,5,1,2,5,1,3,6,2,2,3,1,0,1,4,1,4,3,1,3,2,3,5,4,2,2,3,0,1,4,1,3,1,2,1,0,1,0,6,2,3,3,2,0,0,2,1,1,1,3,3,3,3,3,2,1,4,4,1,2,2,3,2,4,1,4,3,2,2,2,2,2,4,1,1,3,1,2,2,0,4,5,2,4,1,0,1,1,0,3,3,4,1,1,2,1,3,4,3,3,3,2,0,3,1,1,1,3,4,2,2,4,4,2,2,1,3,3,4,0,4,1,2,2,2,2,2,2,2,5,0,8,3,3,3,0,1,4,3,3,4,3,2,1,1,5,2,3,0,6,1,4,4,0,1,1,3,4,0,1,5,1,5,4,2,3,2,0,2,2,1,4,0,1,2,2,2,2,1,1,3,4,1,3,2,3,1,0,2,3,2,2,2,0,3,5,3,1,4,4,1,1,1,2,2,0,0,2,5,2,1,3,1,1,2,6,3,3,5,2,5,4,4,2,1,2,2,1,0,3,0,2,5,3,3,1,2,1,2,0,1,0,0,2,2,0,1,3,2,1,1,0,5,3,2,2,1,3,1,3,2,3,4,4,1,5,2,3,4,3,0,2,2,4,1,3,1,3,0,2,4,1,3,1,0,2,1,1,1,3,2,0,4,4,4,1,1,0,1,2,2,2,1,3,1,0,4
Gene_328,4,0,3,3,1,3,2,0,1,0,0,1,1,3,2,0,1,0,5,1,4,4,1,4,2,3,2,3,2,2,1,1,2,3,1,4,2,2,4,0,1,2,1,2,0,4,1,4,1,3,3,4,1,1,0,2,3,2,1,0,4,2,1,3,3,3,2,4,2,1,1,1,3,4,2,0,3,2,4,3,1,3,3,4,1,1,3,2,2,3,2,1,1,2,5,2,3,3,0,1,2,3,2,1,3,3,0,4,1,2,1,4,0,3,2,1,3,1,2,1,0,1,2,2,1,3,0,1,0,2,1,2,5,5,1,4,1,2,3,1,1,3,3,0,1,2,3,3,3,0,5,1,0,2,0,1,1,3,7,3,2,1,1,1,2,1,3,2,1,2,1,1,3,2,0,2,1,1,0,3,0,2,0,2,2,0,5,4,3,2,4,2,1,0,1,1,1,1,2,2,3,0,0,1,2,3,0,0,2,4,3,2,0,0,1,0,4,0,1,0,3,0,1,1,2,3,4,1,3,4,1,2,1,1,1,1,2,2,1,2,0,1,1,3,2,2,1,1,2,0,2,1,0,1,1,5,1,3,0,0,2,3,1,1,1,2,1,1,1,0,4,3,3,6,1,1,1,0,0,1,1,3,1,2,2,2,1,3,2,0,2,1,0,0,2,3,1,2,2,3,2,3,2,1,1,2,3,1,1,2,1,1,1,2,1,3,4,1,2,1,2,2,4,4,2,2,2,1,3,1,2,3,1,2,2,3,3,2,0,1,1,3,4,0,0,3,1,1,1,3,1,1,1,2,1,2,4,4,0,0,1,0,5,4,5,2,1,3,0,3,2,1,4,3,0,0,1,0,1,2,4,2,1,5,0,2,2,3,3,1,1,3,2,2,0,1,3,2,2,1
Gene_329,2,1,2,2,3,3,4,1,2,0,3,2,0,2,1,2,1,1,0,2,2,2,1,0,5,1,1,1,1,4,4,1,1,1,2,2,2,1,1,2,3,3,5,1,0,1,6,2,1,2,1,2,3,5,5,1,5,2,0,4,1,1,3,4,2,2,2,0,2,2,2,2,3,1,2,1,2,2,2,2,2,3,4,2,1,3,2,1,3,0,1,0,2,0,3,0,2,1,1,0,1,1,2,1,1,3,1,1,4,2,3,0,0,0,7,0,3,3,3,5,2,2,3,2,1,1,6,3,2,4,3,0,2,3,2,1,2,2,3,2,0,3,0,3,0,3,3,2,1,4,4,3,1,0,1,5,3,1,1,4,4,1,1,2,1,0,3,2,1,3,1,3,0,2,4,3,3,2,1,1,0,0,4,5,1,3,2,0,3,3,0,1,1,2,1,2,2,0,1,1,2,2,1,1,2,2,2,2,3,2,3,2,2,5,2,5,2,2,4,3,1,2,5,1,1,4,0,2,2,1,4,3,5,1,2,1,1,4,2,2,4,1,1,1,1,1,1,1,3,2,2,3,0,1,2,2,3,2,2,1,4,2,3,2,4,1,3,1,2,1,3,4,1,2,0,3,1,0,2,3,3,3,1,3,0,2,0,3,2,0,3,1,2,2,0,1,4,2,0,0,1,2,4,3,0,0,3,4,1,4,1,1,2,2,3,3,2,4,2,2,0,3,5,3,1,2,4,1,3,6,0,2,0,1,3,1,2,0,2,5,1,1,0,1,0,0,2,1,3,1,0,2,1,3,1,1,0,3,4,2,0,2,1,2,4,1,2,1,1,1,1,2,0,0,0,2,0,5,3,2,2,1,3,0,2,1,2,2,1,1,1,2,2,2,5,4,0,1,2,1
Gene_330,3,2,1,1,1,4,3,2,1,2,4,1,4,1,2,2,1,4,2,1,2,3,0,3,2,0,1,1,5,3,3,2,1,6,2,2,1,3,4,2,3,1,4,1,4,3,1,2,2,1,5,3,1,1,4,1,2,0,2,2,3,2,0,0,4,5,0,2,2,6,3,4,1,3,1,1,0,1,5,0,1,2,4,1,1,1,3,1,3,3,1,2,1,0,4,1,0,4,4,2,1,5,3,3,2,1,1,1,2,3,1,2,1,0,3,4,1,4,1,2,3,3,1,2,2,0,1,2,4,3,2,3,5,2,4,1,3,1,3,6,4,2,3,4,1,2,3,3,2,2,1,2,0,0,6,4,4,1,2,2,4,4,1,2,2,1,1,2,1,2,2,1,6,1,0,0,1,0,2,5,1,2,0,3,1,1,4,6,2,3,1,3,1,0,2,2,2,1,2,1,0,1,5,4,4,1,1,0,2,2,0,1,5,0,2,0,1,1,2,2,3,3,1,3,2,2,3,5,5,2,2,1,2,1,5,4,1,2,0,2,4,1,3,3,2,3,1,1,1,0,6,3,3,2,0,3,5,1,1,2,2,2,3,0,5,1,3,3,1,3,1,4,2,2,0,0,1,0,4,0,2,1,2,0,0,1,2,3,1,2,1,2,1,0,1,0,1,0,1,5,3,3,1,0,2,6,1,0,2,2,2,1,3,0,4,2,2,1,1,1,1,1,1,4,1,2,2,2,3,5,1,0,0,2,4,2,1,2,0,2,1,0,1,1,3,3,2,2,4,3,2,0,0,2,2,3,1,3,6,2,3,3,1,0,3,3,2,3,0,2,4,4,3,1,2,1,0,3,1,1,2,4,1,2,2,1,0,2,1,2,3,1,1,1,3,0,2,4,1,4
Gene_331,2,2,6,3,2,3,1,1,1,3,4,4,3,4,0,2,3,1,5,1,1,0,2,4,5,0,3,1,1,3,2,2,1,0,3,2,1,3,0,1,2,3,0,2,4,1,2,2,5,0,0,2,1,1,3,3,3,2,1,4,3,2,2,1,3,2,2,5,2,3,1,1,5,1,1,5,2,2,3,1,2,3,2,4,2,2,3,1,1,3,2,3,0,0,2,0,2,2,1,1,4,2,1,3,6,2,2,0,1,4,1,1,2,0,3,3,0,2,5,2,1,2,2,4,2,1,2,1,0,2,1,4,1,3,2,5,4,0,3,2,2,3,1,2,2,1,1,2,6,0,2,0,1,1,3,1,1,2,1,1,2,3,0,3,6,1,1,3,4,6,4,1,2,1,2,3,2,0,4,2,2,2,4,1,2,1,5,2,1,4,1,1,3,3,2,2,1,2,2,3,4,1,2,1,2,2,1,5,1,2,3,2,1,2,1,0,1,4,3,3,4,2,2,3,2,1,3,1,2,3,2,2,6,2,3,0,1,3,1,3,4,1,2,0,4,2,4,1,1,3,4,3,2,1,1,2,3,1,6,1,2,1,0,1,1,0,1,1,1,0,6,3,3,5,4,1,0,0,3,0,0,2,2,2,3,3,1,1,3,1,4,6,3,1,2,3,0,3,2,3,3,2,3,1,3,0,4,1,0,1,1,0,3,4,0,1,1,1,1,1,2,1,3,1,2,2,4,3,3,4,1,2,2,2,3,4,1,3,1,0,2,0,4,1,1,2,3,2,2,0,2,1,2,3,1,2,1,0,2,0,1,3,1,3,4,1,4,1,2,2,3,6,2,0,1,2,1,0,3,0,1,4,2,1,2,3,2,1,2,1,2,2,2,1,3,4,2,1,2,2
Gene_332,3,0,2,3,1,0,3,1,2,2,2,2,1,3,2,2,2,4,3,1,4,1,6,3,0,2,1,3,3,1,3,4,2,3,3,2,0,2,1,1,1,2,2,3,0,1,0,3,0,4,1,4,2,4,2,1,1,3,3,0,0,4,0,0,2,3,1,2,3,4,1,2,1,0,3,2,6,0,2,1,2,1,0,3,1,2,4,2,4,2,3,1,1,3,0,2,2,2,1,1,2,1,2,2,5,2,2,0,2,2,5,3,3,2,4,7,2,1,2,0,2,2,0,3,2,1,2,4,0,1,0,3,4,1,1,3,2,3,2,3,4,0,4,2,3,2,4,0,2,5,0,1,1,2,2,3,0,2,1,2,3,1,2,1,2,2,1,1,1,0,2,3,2,2,3,2,5,2,3,1,2,1,5,6,1,2,3,1,1,2,2,1,1,1,2,0,5,5,0,3,1,1,2,1,1,2,2,1,0,1,1,3,1,3,0,2,3,4,0,1,0,3,4,2,0,0,1,6,4,6,3,3,0,0,2,0,1,2,2,0,1,4,2,2,1,4,4,2,1,2,2,2,4,3,3,0,0,1,1,3,2,1,0,0,1,5,1,2,0,5,1,3,0,1,0,0,3,0,0,0,3,4,1,0,0,3,1,4,3,2,4,3,1,2,3,1,3,2,0,3,2,1,3,0,3,2,2,1,2,1,1,0,3,1,1,4,7,5,0,1,1,0,2,1,4,2,1,2,4,2,2,3,4,3,4,4,0,2,0,3,2,1,6,2,1,1,2,5,4,7,5,0,0,4,0,2,0,2,1,1,2,3,3,4,2,3,3,2,3,0,4,2,6,4,1,1,4,2,1,1,1,3,3,1,4,2,3,3,3,0,3,0,4,3,0,1,3,1,4,1
Gene_333,4,2,2,2,6,1,1,3,0,2,5,1,1,1,1,2,2,0,1,5,0,2,2,2,2,2,1,3,0,2,0,1,5,1,2,2,0,4,3,2,1,0,1,0,2,3,6,1,4,1,1,1,1,1,1,3,4,1,3,2,1,0,2,3,7,4,3,4,1,2,2,2,2,1,4,3,1,0,1,4,2,2,4,2,0,3,2,4,2,1,1,2,2,5,3,1,2,5,2,2,1,1,2,1,2,2,3,2,1,1,1,1,1,4,2,2,0,2,2,3,2,1,4,1,2,1,3,1,3,3,1,2,6,0,1,3,1,2,0,0,2,5,3,3,3,4,6,1,2,1,0,2,1,2,2,0,2,3,4,4,3,2,4,6,2,0,1,2,3,4,1,3,1,0,4,2,1,5,2,2,4,2,2,1,3,0,2,5,0,2,1,4,1,2,1,3,3,2,1,2,2,2,4,3,2,1,3,1,1,1,1,2,2,4,2,2,2,5,1,1,6,1,2,3,1,5,2,1,0,1,3,2,4,2,1,4,0,0,1,0,0,2,4,7,2,3,3,0,1,1,1,1,3,0,3,3,3,1,4,0,2,2,2,2,1,1,4,2,1,3,3,1,2,0,1,3,3,3,1,1,2,4,1,1,3,2,0,4,0,0,3,0,1,4,1,0,2,1,1,2,3,4,3,6,3,3,1,3,0,5,0,0,1,2,0,4,0,2,2,1,2,3,3,2,4,2,1,5,1,2,2,1,4,1,2,5,2,4,3,5,1,4,1,3,1,3,1,2,2,2,2,4,6,1,0,2,1,1,1,2,8,3,3,1,1,1,2,2,7,1,0,4,1,0,3,2,1,1,0,1,3,0,2,3,1,1,2,5,4,1,2,1,2,3,1,2,3,3,1,2
Gene_334,2,2,4,2,2,3,3,2,3,1,2,4,3,1,2,3,3,2,0,4,1,0,5,4,1,2,3,2,0,2,2,3,1,0,1,1,2,2,4,0,1,3,2,5,0,2,3,2,3,3,1,2,5,2,2,1,2,0,4,1,3,2,1,5,3,0,4,0,1,1,5,2,2,0,1,1,2,1,3,0,4,2,1,4,2,3,2,0,2,0,0,2,3,0,1,3,0,5,3,2,1,4,4,4,0,3,1,4,4,4,2,1,1,4,3,2,4,1,2,2,3,2,1,4,3,0,1,2,2,1,0,4,1,1,2,3,1,0,1,1,2,2,2,3,2,1,1,3,1,2,2,2,2,3,2,5,3,2,3,2,2,3,2,2,2,1,5,3,3,0,2,1,3,0,1,3,4,0,2,4,2,3,4,2,3,1,4,0,1,3,1,4,2,2,0,2,2,1,2,2,2,1,0,1,1,2,1,2,4,2,3,1,3,1,0,2,0,1,3,2,1,2,1,5,0,3,3,2,2,3,3,3,4,3,3,6,5,0,1,3,3,1,4,0,3,4,3,3,1,2,2,1,2,3,2,1,0,0,4,0,3,3,2,3,2,2,5,0,3,1,5,2,1,3,3,2,4,0,1,0,3,2,0,4,2,3,2,2,3,3,1,2,1,1,3,5,1,0,3,1,0,5,2,1,1,4,0,2,2,3,1,2,3,1,4,0,1,5,3,2,0,2,2,3,1,2,3,3,5,1,1,1,1,4,4,1,0,3,2,2,1,2,5,2,2,5,1,3,1,1,3,2,1,3,5,2,2,2,3,1,2,4,4,2,1,2,1,0,0,1,5,3,2,2,3,1,3,2,0,1,2,2,1,4,1,2,2,3,1,3,1,2,2,1,3,1,1,2,4,1
Gene_335,6,4,0,2,5,4,3,3,1,3,2,3,6,3,1,0,5,1,3,2,0,3,1,3,6,3,2,1,1,4,0,2,0,0,2,2,0,0,1,4,1,0,4,4,1,7,2,4,0,3,4,1,3,1,2,1,0,4,3,2,1,3,2,4,1,1,4,5,2,3,0,3,1,3,0,1,3,3,2,2,0,0,4,3,0,5,1,0,2,0,5,1,2,3,2,1,0,3,1,2,2,1,2,4,2,2,2,1,0,0,0,1,1,3,1,2,1,2,3,1,0,8,2,4,1,1,1,2,3,2,3,4,3,0,3,2,2,2,1,4,2,1,3,2,2,0,3,0,1,1,2,2,5,3,3,3,0,3,2,2,0,1,0,4,0,2,0,3,2,2,1,2,1,2,2,2,6,2,3,1,1,0,2,2,2,3,3,3,2,4,0,4,0,4,1,2,2,2,1,3,1,1,2,1,3,3,1,3,2,1,2,2,5,0,2,1,1,3,5,2,2,1,1,0,3,0,4,1,5,1,3,4,6,1,2,2,6,0,5,0,1,1,4,1,1,2,3,1,1,4,2,3,1,3,1,0,3,0,2,2,3,1,2,3,1,1,3,4,2,1,4,1,2,3,0,1,2,1,1,0,3,2,4,3,1,0,2,2,2,1,1,1,3,4,3,2,2,1,4,0,4,2,5,2,3,3,1,1,4,4,1,1,1,3,3,3,4,3,1,3,3,0,1,3,2,4,3,5,4,3,2,3,1,1,0,4,0,3,4,2,0,4,1,1,4,1,3,1,3,3,2,2,2,2,4,1,1,1,3,1,3,1,1,3,0,5,3,1,2,3,1,6,3,1,4,3,0,1,3,3,3,3,2,4,2,1,3,1,3,1,3,2,3,1,0,2,1,1,2,2
Gene_336,0,2,2,2,1,2,1,6,3,2,2,3,2,2,6,2,2,3,3,2,4,5,2,4,5,3,1,0,0,5,3,2,2,4,2,2,1,1,3,2,2,2,1,5,1,3,1,2,1,4,1,1,3,2,1,0,1,4,6,3,2,1,2,1,2,1,2,4,0,1,3,3,3,2,4,3,3,2,2,3,3,1,4,2,3,1,3,1,1,2,2,3,1,1,2,2,2,1,1,3,4,1,1,0,1,3,1,1,0,3,3,4,1,4,2,2,4,1,0,2,2,1,2,0,1,1,0,2,3,3,3,0,1,3,1,0,1,4,2,1,6,4,3,1,1,1,0,1,1,2,3,4,2,4,2,5,3,1,2,3,3,3,2,0,1,4,1,3,2,1,1,1,2,0,2,2,1,2,1,4,1,1,1,0,1,3,3,1,2,1,1,3,2,2,2,4,1,3,4,2,0,2,1,1,4,0,3,1,1,4,2,2,3,3,2,0,2,5,6,1,0,1,2,1,3,2,2,2,2,1,1,3,2,2,3,1,3,5,3,2,3,0,2,2,2,2,2,2,0,2,3,0,0,1,3,2,3,2,1,2,1,3,3,3,2,0,2,1,4,1,3,2,2,3,1,2,1,2,4,3,4,2,2,3,0,1,3,1,3,1,0,3,1,1,2,2,3,0,2,1,2,1,1,2,1,0,0,2,0,4,2,0,1,0,4,3,0,2,2,3,3,1,2,4,0,1,2,3,3,2,3,2,3,0,1,1,0,1,2,2,1,2,0,2,1,2,2,0,3,1,4,3,3,2,1,2,0,4,1,6,2,4,3,0,0,3,1,2,5,0,3,2,1,3,4,5,3,0,1,2,1,1,3,3,0,0,2,4,2,2,6,2,0,3,3,4,1,2,1,3
Gene_337,1,5,5,0,3,3,1,2,2,1,1,1,0,6,0,1,1,4,2,5,2,1,2,0,2,2,1,2,1,2,3,1,1,1,1,3,0,2,0,3,2,1,1,4,2,2,4,3,0,2,3,4,2,1,0,0,3,2,1,2,1,2,2,1,5,4,2,3,1,1,2,0,1,3,2,0,1,3,0,1,0,0,2,3,2,2,0,4,0,1,0,0,3,0,0,1,3,0,0,0,5,4,4,5,1,2,3,0,1,2,2,3,2,1,3,0,0,4,0,1,1,0,2,2,2,1,2,1,3,0,3,2,0,3,5,1,0,0,2,1,3,2,3,2,0,3,2,1,1,0,1,5,0,5,1,0,0,1,3,1,1,4,0,1,3,2,1,0,4,1,2,4,2,2,2,2,1,2,1,2,5,4,1,3,1,5,0,3,6,3,0,6,2,2,2,2,3,4,4,4,1,2,1,3,6,2,1,2,2,3,3,0,2,3,1,1,1,3,2,4,2,3,3,3,3,1,4,2,5,0,0,4,2,2,1,2,1,2,1,6,0,3,3,2,3,1,3,1,2,0,1,1,1,1,3,1,3,0,4,0,1,2,2,4,1,4,2,1,0,3,3,4,3,0,1,3,2,1,2,0,5,2,1,2,3,1,0,0,2,1,2,0,4,1,1,2,0,2,1,3,2,1,0,0,2,1,1,1,2,2,1,1,2,2,1,3,0,1,0,1,0,1,3,2,3,3,1,0,0,3,0,4,0,3,2,1,5,0,4,2,2,3,0,2,2,4,0,3,3,3,2,2,3,5,2,2,3,2,2,3,4,3,3,1,3,1,4,3,2,5,4,2,1,0,1,2,3,4,3,3,5,0,1,3,3,2,2,2,5,3,0,1,0,2,1,3,1,2,2,1
